Symbol,Name,Market Cap,Country,Sector,Industry
GFI,Gold Fields Limited American Depositary Shares,12947406380.0,South Africa,Basic Materials,Precious Metals
FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),12921928294.0,Germany,Health Care,Misc Health and Biotechnology Services
NVT,nVent Electric plc Ordinary Shares ,12906723419.0,United Kingdom,Industrials,Industrial Machinery/Components
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),12895349733.0,United States,Consumer Discretionary,Other Consumer Services
HST,Host Hotels & Resorts Inc. Common Stock,12876119227.0,United States,Real Estate,Real Estate Investment Trusts
JKHY,Jack Henry & Associates Inc. Common Stock,12853973879.0,United States,Technology,EDP Services
LOGI,Logitech International S.A. Ordinary Shares,12840293362.0,United States,Technology,Computer peripheral equipment
NBIX,Neurocrine Biosciences Inc. Common Stock,12833045969.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TFII,TFI International Inc. Common Shares,12832807981.0,Canada,Industrials,Trucking Freight/Courier Services
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,12825886593.0,United States,Finance,Major Banks
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),12823599550.0,Brazil,Utilities,Electric Utilities: Central
SCI,Service Corporation International Common Stock,12812679389.0,United States,Consumer Discretionary,Other Consumer Services
WIX,Wix.com Ltd. Ordinary Shares,12791796405.0,Israel,Technology,Computer Software: Programming Data Processing
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,12790230832.0,United States,Finance,Major Banks
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,12767989235.0,United States,Consumer Discretionary,Department/Specialty Retail Stores
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),12736590131.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ITT,ITT Inc. Common Stock ,12723780000.0,United States,Industrials,Fluid Controls
ALB,Albemarle Corporation Common Stock,12659094510.0,United States,Industrials,Major Chemicals
DAY,Dayforce Inc. Common Stock,12614423000.0,United States,Technology,Computer Software: Prepackaged Software
MMYT,MakeMyTrip Limited Ordinary Shares,12596442444.0,India,Consumer Discretionary,Transportation Services
BMRN,BioMarin Pharmaceutical Inc. Common Stock,12584196546.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PR,Permian Resources Corporation Class A Common Stock,12580684171.0,United States,Energy,Oil & Gas Production
SJM,The J.M. Smucker Company Common Stock,12534736871.0,United States,Consumer Staples,Packaged Foods
BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,12530787545.0,Canada,Utilities,Electric Utilities: Central
BG,Bunge Limited Common Shares,12530136313.0,United States,Consumer Staples,Packaged Foods
WPC,W. P. Carey Inc. REIT,12487438578.0,United States,Real Estate,Real Estate Investment Trusts
RIVN,Rivian Automotive Inc. Class A Common Stock,12482799787.0,United States,Consumer Discretionary,Auto Manufacturing
CHRW,C.H. Robinson Worldwide Inc. Common Stock,12480104910.0,United States,Consumer Discretionary,Oil Refining/Marketing
GME,GameStop Corporation Common Stock,12390103648.0,United States,Consumer Discretionary,Electronics Distribution
BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,12385612753.0,United States,Health Care,Medical/Nursing Services
SOLV,Solventum Corporation Common Stock,12353643546.0,United States,Health Care,Medical/Dental Instruments
LECO,Lincoln Electric Holdings Inc. Common Shares,12327909439.0,United States,Industrials,Industrial Machinery/Components
AFG,American Financial Group Inc. Common Stock,12326144403.0,United States,Finance,Property-Casualty Insurers
ALLE,Allegion plc Ordinary Shares,12243119936.0,United States,Consumer Discretionary,Diversified Commercial Services
PPC,Pilgrim's Pride Corporation Common Stock,12237921178.0,United States,Consumer Staples,Meat/Poultry/Fish
ALLY,Ally Financial Inc. Common Stock,12182497064.0,United States,Finance,Major Banks
TAP,Molson Coors Beverage Company Class B Common Stock,12171718140.0,Canada,Consumer Staples,Beverages (Production/Distribution)
LBRDK,Liberty Broadband Corporation Class C Common Stock,12162086723.0,United States,Telecommunications,Cable & Other Pay Television Services
EMN,Eastman Chemical Company Common Stock,12138367053.0,United States,Industrials,Major Chemicals
BIPJ,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,12124119584.0,Canada,Utilities,Oil & Gas Production
LBRDA,Liberty Broadband Corporation Class A Common Stock,12094948119.0,United States,Telecommunications,Cable & Other Pay Television Services
PCOR,Procore Technologies Inc. Common Stock,12071509167.0,United States,Technology,Computer Software: Prepackaged Software
FND,Floor & Decor Holdings Inc. Common Stock,12032428774.0,United States,Consumer Discretionary,RETAIL: Building Materials
FUTU,Futu Holdings Limited American Depositary Shares,12019747242.0,Hong Kong,Finance,Investment Bankers/Brokers/Service
OVV,Ovintiv Inc. (DE),11995422000.0,Canada,Energy,Oil & Gas Production
AA,Alcoa Corporation Common Stock ,11995414664.0,United States,Industrials,Aluminum
TECH,Bio-Techne Corp Common Stock,11974086048.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BWXT,BWX Technologies Inc. Common Stock,11965382629.0,United States,Industrials,Industrial Machinery/Components
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,11941673075.0,United States,Utilities,Electric Utilities: Central
KGC,Kinross Gold Corporation Common Stock,11933590000.0,Canada,Basic Materials,Precious Metals
BEN,Franklin Resources Inc. Common Stock,11918676329.0,United States,Finance,Investment Managers
JNPR,Juniper Networks Inc. Common Stock,11892718927.0,United States,Telecommunications,Computer Communications Equipment
SF,Stifel Financial Corporation Common Stock,11852423090.0,United States,Finance,Investment Bankers/Brokers/Service
KNSL,Kinsale Capital Group Inc. Common Stock,11840539534.0,United States,Finance,Property-Casualty Insurers
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,11823755595.0,United States,Consumer Discretionary,Marine Transportation
RDY,Dr. Reddy's Laboratories Ltd Common Stock,11798214222.0,India,Health Care,Biotechnology: Pharmaceutical Preparations
WPP,WPP plc American Depositary Shares,11792914739.0,Ireland,Consumer Discretionary,Advertising
PCVX,Vaxcyte Inc. Common Stock,11758211750.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EVR,Evercore Inc. Class A Common Stock,11721380749.0,United States,Finance,Investment Managers
GMED,Globus Medical Inc. Class A Common Stock,11657286149.0,United States,Health Care,Medical/Dental Instruments
AIZ,Assurant Inc. Common Stock,11647363090.0,United States,Finance,Property-Casualty Insurers
PCTY,Paylocity Holding Corporation Common Stock,11569684231.0,United States,Technology,Computer Software: Prepackaged Software
KEP,Korea Electric Power Corporation Common Stock,11555353386.0,South Korea,Utilities,Electric Utilities: Central
BLD,TopBuild Corp. Common Stock,11524880038.0,United States,Consumer Discretionary,Engineering & Construction
BCH,Banco De Chile ADS,11515947257.0,Chile,Finance,Commercial Banks
ATR,AptarGroup Inc. Common Stock,11509320866.0,United States,Industrials,Plastic Products
ACI,Albertsons Companies Inc. Class A Common Stock,11500059368.0,United States,Consumer Staples,Food Chains
EXAS,Exact Sciences Corporation Common Stock,11489536269.0,United States,Health Care,Medical Specialities
IPG,Interpublic Group of Companies Inc. (The) Common Stock,11476990521.0,United States,Consumer Discretionary,Advertising
NICE,NICE Ltd American Depositary Shares,11470124852.0,Israel,Technology,Computer Software: Prepackaged Software
RRX,Regal Rexnord Corporation Common Stock,11438252042.0,United States,Consumer Discretionary,Metal Fabrications
COKE,Coca-Cola Consolidated Inc. Common Stock,11426466013.0,United States,Consumer Staples,Beverages (Production/Distribution)
MGM,MGM Resorts International Common Stock,11415370042.0,United States,Consumer Discretionary,Hotels/Resorts
MTZ,MasTec Inc. Common Stock,11414589634.0,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
CET,Central Securities Corporation Common Stock,11360662888.0,United States,Finance,Finance/Investors Services
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,11359758407.0,China,Consumer Discretionary,Auto Manufacturing
ESTC,Elastic N.V. Ordinary Shares,11343513404.0,United States,Technology,Computer Software: Prepackaged Software
SNN,Smith & Nephew SNATS Inc. Common Stock,11270682304.0,United Kingdom,Health Care,Industrial Specialties
CART,Maplebear Inc. Common Stock,11218594868.0,United States,Consumer Discretionary,Business Services
CUBE,CubeSmart Common Shares,11208157052.0,United States,Real Estate,Real Estate Investment Trusts
FHN,First Horizon Corporation Common Stock,11201821032.0,United States,Finance,Major Banks
GNRC,Generac Holdlings Inc. Common Stock,11197384144.0,United States,Consumer Discretionary,Metal Fabrications
NLY,Annaly Capital Management Inc. Common Stock,11171724590.0,United States,Real Estate,Real Estate Investment Trusts
PAG,Penske Automotive Group Inc. Common Stock,11119736073.0,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
AUR,Aurora Innovation Inc. Class A Common Stock,11118209006.0,United States,Technology,EDP Services
TTEK,Tetra Tech Inc. Common Stock,11113934099.0,United States,Consumer Discretionary,Military/Government/Technical
MUSA,Murphy USA Inc. Common Stock,11092456432.0,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CTLT,Catalent Inc. Common Stock,11092173020.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AAON,AAON Inc. Common Stock,11081664073.0,United States,Industrials,Industrial Machinery/Components
CCK,Crown Holdings Inc.,11016937586.0,United States,Industrials,Containers/Packaging
LW,Lamb Weston Holdings Inc. Common Stock ,11014252218.0,United States,Consumer Staples,Packaged Foods
WTRG,Essential Utilities Inc. Common Stock,10992661998.0,United States,Utilities,Water Supply
SQM,Sociedad Quimica y Minera S.A. Common Stock,10985655018.0,Chile,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
OHI,Omega Healthcare Investors Inc. Common Stock,10962600382.0,United States,Real Estate,Real Estate Investment Trusts
TLN,Talen Energy Corporation Common Stock,10903909959.0,United States,Utilities,Electric Utilities: Central
ESLT,Elbit Systems Ltd. Ordinary Shares,10829383000.0,Israel,Industrials,Military/Government/Technical
AOS,A.O. Smith Corporation Common Stock,10800712039.0,United States,Consumer Discretionary,Consumer Electronics/Appliances
ULS,UL Solutions Inc. Class A Common Stock,10752327675.0,United States,Health Care,Precision Instruments
ARMK,Aramark Common Stock,10740031832.0,United States,Consumer Discretionary,Restaurants
HLNE,Hamilton Lane Incorporated Class A Common Stock,10665533538.0,United States,Finance,Investment Managers
WWD,Woodward Inc. Common Stock,10662488216.0,United States,Energy,Industrial Machinery/Components
PNW,Pinnacle West Capital Corporation Common Stock,10653673134.0,United States,Utilities,Electric Utilities: Central
SEIC,SEI Investments Company Common Stock,10651721584.0,United States,Finance,Investment Bankers/Brokers/Service
WBS,Webster Financial Corporation Common Stock,10589732350.0,United States,Finance,Major Banks
MEDP,Medpace Holdings Inc. Common Stock,10587325749.0,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AIT,Applied Industrial Technologies Inc. Common Stock,10562030172.0,United States,Consumer Discretionary,Industrial Specialties
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),10547222125.0,China,Technology,Computer Software: Prepackaged Software
RBC,RBC Bearings Incorporated Common Stock,10525590630.0,United States,Industrials,Metal Fabrications
WMS,Advanced Drainage Systems Inc. Common Stock,10489865463.0,United States,Consumer Discretionary,Containers/Packaging
AU,AngloGold Ashanti PLC Ordinary Shares,10468062609.0,South Africa,Basic Materials,Precious Metals
CHDN,Churchill Downs Incorporated Common Stock,10444621864.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),10430360601.0,Brazil,Utilities,Water Supply
CR,Crane Company Common Stock,10420815488.0,United States,Industrials,Metal Fabrications
PSO,Pearson Plc Common Stock,10412735134.0,United Kingdom,Consumer Discretionary,Books
EXEL,Exelixis Inc. Common Stock,10412211069.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
UWMC,UWM Holdings Corporation Class A Common Stock,10404581987.0,United States,Finance,Finance: Consumer Services
APG,APi Group Corporation Common Stock,10381028591.0,United States,Consumer Discretionary,Engineering & Construction
EHC,Encompass Health Corporation Common Stock,10371158265.0,United States,Health Care,Hospital/Nursing Management
WCC,WESCO International Inc. Common Stock,10367280571.0,United States,Consumer Discretionary,Telecommunications Equipment
WYNN,Wynn Resorts Limited Common stock,10364337057.0,United States,Consumer Discretionary,Hotels/Resorts
EXP,Eagle Materials Inc Common Stock,10362228982.0,United States,Industrials,Building Materials
DTM,DT Midstream Inc. Common Stock ,10310210001.0,United States,Utilities,Natural Gas Distribution
LAD,Lithia Motors Inc. Common Stock,10305915656.0,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CACI,CACI International Inc. Class A Common Stock,10305061862.0,United States,Technology,EDP Services
WAL,Western Alliance Bancorporation Common Stock (DE),10303586424.0,United States,Finance,Major Banks
